track;album;artist
Wu-Tang: 7th Chamber - Part II (feat. GZA, Raekwon, Method Man, Inspectah Deck, Ghostface Killah, RZA & Ol' Dirty Bastard) - Conclusion;Enter the Wu-Tang (36 Chambers);Wu-Tang Clan
Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA) - Shao Lin Version;Enter the Wu-Tang (36 Chambers);Wu-Tang Clan
Method Man (feat. Method Man) - Home Grown Version;Enter the Wu-Tang (36 Chambers);Wu-Tang Clan
C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk) - A Cappella;Enter the Wu-Tang (36 Chambers);Wu-Tang Clan
Playa Playa;Voodoo;D'Angelo
Devil's Pie;Voodoo;D'Angelo
Left And Right;Voodoo;D'Angelo
The Line;Voodoo;D'Angelo
Send It On;Voodoo;D'Angelo
Chicken Grease;Voodoo;D'Angelo
One Mo'Gin;Voodoo;D'Angelo
The Root;Voodoo;D'Angelo
Spanish Joint;Voodoo;D'Angelo
Feel Like Makin' Love;Voodoo;D'Angelo
Greatdayndamornin'/Booty;Voodoo;D'Angelo
Untitled (How Does It Feel);Voodoo;D'Angelo
Africa;Voodoo;D'Angelo
Back In The U.S.S.R. - Remastered 2009;The Beatles;The Beatles
Dear Prudence - Remastered 2009;The Beatles;The Beatles
Glass Onion - Remastered 2009;The Beatles;The Beatles
Ob-La-Di, Ob-La-Da - Remastered 2009;The Beatles;The Beatles
Wild Honey Pie - Remastered 2009;The Beatles;The Beatles
The Continuing Story Of Bungalow Bill - Remastered 2009;The Beatles;The Beatles
While My Guitar Gently Weeps - Remastered 2009;The Beatles;The Beatles
Happiness Is A Warm Gun - Remastered 2009;The Beatles;The Beatles
Martha My Dear - Remastered 2009;The Beatles;The Beatles
I'm So Tired - Remastered 2009;The Beatles;The Beatles
Blackbird - Remastered 2009;The Beatles;The Beatles
Piggies - Remastered 2009;The Beatles;The Beatles
Rocky Raccoon - Remastered 2009;The Beatles;The Beatles
Don't Pass Me By - Remastered 2009;The Beatles;The Beatles
Why Don't We Do It In The Road? - Remastered 2009;The Beatles;The Beatles
I Will - Remastered 2009;The Beatles;The Beatles
Julia - Remastered 2009;The Beatles;The Beatles
Birthday - Remastered 2009;The Beatles;The Beatles
Yer Blues - Remastered 2009;The Beatles;The Beatles
Mother Nature's Son - Remastered 2009;The Beatles;The Beatles
Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009;The Beatles;The Beatles
Sexy Sadie - Remastered 2009;The Beatles;The Beatles
Helter Skelter - Remastered 2009;The Beatles;The Beatles
Long, Long, Long - Remastered 2009;The Beatles;The Beatles
Revolution 1 - Remastered 2009;The Beatles;The Beatles
Honey Pie - Remastered 2009;The Beatles;The Beatles
Savoy Truffle - Remastered 2009;The Beatles;The Beatles
Cry Baby Cry - Remastered 2009;The Beatles;The Beatles
Revolution 9 - Remastered 2009;The Beatles;The Beatles
Good Night - Remastered 2009;The Beatles;The Beatles
Purple Haze;Are You Experienced;The Jimi Hendrix Experience
Manic Depression;Are You Experienced;The Jimi Hendrix Experience
Hey Joe;Are You Experienced;The Jimi Hendrix Experience
Love Or Confusion;Are You Experienced;The Jimi Hendrix Experience
May This Be Love;Are You Experienced;The Jimi Hendrix Experience
I Don't Live Today;Are You Experienced;The Jimi Hendrix Experience
The Wind Cries Mary;Are You Experienced;The Jimi Hendrix Experience
Fire;Are You Experienced;The Jimi Hendrix Experience
Third Stone From The Sun;Are You Experienced;The Jimi Hendrix Experience
Foxey Lady;Are You Experienced;The Jimi Hendrix Experience
Are You Experienced?;Are You Experienced;The Jimi Hendrix Experience
Stone Free;Are You Experienced;The Jimi Hendrix Experience
51st Anniversary;Are You Experienced;The Jimi Hendrix Experience
Highway Chile;Are You Experienced;The Jimi Hendrix Experience
Can You See Me;Are You Experienced;The Jimi Hendrix Experience
Remember;Are You Experienced;The Jimi Hendrix Experience
Red House;Are You Experienced;The Jimi Hendrix Experience
So What (feat. John Coltrane, Cannonball Adderley & Bill Evans);Kind of Blue;Miles Davis
Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers);Kind of Blue;Miles Davis
Blue in Green (feat. John Coltrane & Bill Evans);Kind of Blue;Miles Davis
All Blues (feat. John Coltrane, Cannonball Adderley & Bill Evans);Kind of Blue;Miles Davis
Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans);Kind of Blue;Miles Davis
Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans) - Alternate Take;Kind of Blue;Miles Davis
Freddie Freeloader - Studio Sequence 1;Kind of Blue;Miles Davis
Freddie Freeloader - False Start;Kind of Blue;Miles Davis
Freddie Freeloader - Studio Sequence 2;Kind of Blue;Miles Davis
So What - Studio Sequence 1;Kind of Blue;Miles Davis
So What - Studio Sequence 2;Kind of Blue;Miles Davis
Blue in Green - Studio Sequence;Kind of Blue;Miles Davis
Flamenco Sketches - Studio Sequence 1;Kind of Blue;Miles Davis
Flamenco Sketches - Studio Sequence 2;Kind of Blue;Miles Davis
All Blues - Studio Sequence;Kind of Blue;Miles Davis
On Green Dolphin Street (feat. John Coltrane, Cannonball Adderley & Bill Evans);Kind of Blue;Miles Davis
Fran-Dance (feat. John Coltrane, Cannonball Adderley & Bill Evans);Kind of Blue;Miles Davis
Stella By Starlight (feat. John Coltrane & Bill Evans);Kind of Blue;Miles Davis
Love For Sale;Kind of Blue;Miles Davis
Fran-Dance - alternate take;Kind of Blue;Miles Davis
So What - Live at Kurhaus, Den Haag, Holland - April 1960;Kind of Blue;Miles Davis
Pray You Catch Me;Lemonade;Beyoncé
Hold Up;Lemonade;Beyoncé
Don't Hurt Yourself (feat. Jack White);Lemonade;Beyoncé
Sorry;Lemonade;Beyoncé
6 Inch (feat. The Weeknd);Lemonade;Beyoncé
Daddy Lessons;Lemonade;Beyoncé
Love Drought;Lemonade;Beyoncé
Sandcastles;Lemonade;Beyoncé
Forward (feat. James Blake);Lemonade;Beyoncé
Freedom (feat. Kendrick Lamar);Lemonade;Beyoncé
All Night;Lemonade;Beyoncé
Formation;Lemonade;Beyoncé
Sorry - Original Demo;Lemonade;Beyoncé
Rehab;Back to Black;Amy Winehouse
You Know I'm No Good;Back to Black;Amy Winehouse
Me & Mr Jones;Back to Black;Amy Winehouse
Just Friends;Back to Black;Amy Winehouse
Back To Black;Back to Black;Amy Winehouse
Love Is A Losing Game;Back to Black;Amy Winehouse
Tears Dry On Their Own;Back to Black;Amy Winehouse
Wake Up Alone;Back to Black;Amy Winehouse
Some Unholy War;Back to Black;Amy Winehouse
He Can Only Hold Her;Back to Black;Amy Winehouse
Addicted;Back to Black;Amy Winehouse
Valerie - Live At BBC Radio 1 Live Lounge, London / 2007;Back to Black;Amy Winehouse
Cupid - Deluxe Edition Version;Back to Black;Amy Winehouse
Monkey Man;Back to Black;Amy Winehouse
Some Unholy War - Down Tempo;Back to Black;Amy Winehouse
Hey Little Rich Girl;Back to Black;Amy Winehouse
You're Wondering Now;Back to Black;Amy Winehouse
To Know Him Is To Love Him - Live;Back to Black;Amy Winehouse
Love Is A Losing Game - Original Demo;Back to Black;Amy Winehouse
Too High;Innervisions;Stevie Wonder
Visions;Innervisions;Stevie Wonder
Living For The City;Innervisions;Stevie Wonder
Golden Lady;Innervisions;Stevie Wonder
Higher Ground;Innervisions;Stevie Wonder
Jesus Children Of America;Innervisions;Stevie Wonder
All In Love Is Fair;Innervisions;Stevie Wonder
Don't You Worry 'Bout A Thing;Innervisions;Stevie Wonder
He's Misstra Know-It-All;Innervisions;Stevie Wonder
Drive My Car - Remastered 2009;Rubber Soul;The Beatles
Norwegian Wood (This Bird Has Flown) - Remastered 2009;Rubber Soul;The Beatles
You Won't See Me - Remastered 2009;Rubber Soul;The Beatles
Nowhere Man - Remastered 2009;Rubber Soul;The Beatles
Think For Yourself - Remastered 2009;Rubber Soul;The Beatles
The Word - Remastered 2009;Rubber Soul;The Beatles
Michelle - Remastered 2009;Rubber Soul;The Beatles
What Goes On - Remastered 2009;Rubber Soul;The Beatles
Girl - Remastered 2009;Rubber Soul;The Beatles
I'm Looking Through You - Remastered 2009;Rubber Soul;The Beatles
In My Life - Remastered 2009;Rubber Soul;The Beatles
Wait - Remastered 2009;Rubber Soul;The Beatles
If I Needed Someone - Remastered 2009;Rubber Soul;The Beatles
Run For Your Life - Remastered 2009;Rubber Soul;The Beatles
Don't Stop 'Til You Get Enough;Off the Wall;Michael Jackson
Rock with You - Single Version;Off the Wall;Michael Jackson
Workin' Day and Night;Off the Wall;Michael Jackson
Get on the Floor;Off the Wall;Michael Jackson
Off the Wall;Off the Wall;Michael Jackson
Girlfriend;Off the Wall;Michael Jackson
She's Out of My Life - Single Version;Off the Wall;Michael Jackson
I Can't Help It;Off the Wall;Michael Jackson
It's the Falling in Love;Off the Wall;Michael Jackson
Burn This Disco Out;Off the Wall;Michael Jackson
The Dream (feat. Chronic Law);The Chronic;Dr. Dre
Rainy Day Women #12 & 35;Blonde on Blonde;Bob Dylan
Pledging My Time;Blonde on Blonde;Bob Dylan
Visions of Johanna;Blonde on Blonde;Bob Dylan
One of Us Must Know (Sooner or Later);Blonde on Blonde;Bob Dylan
I Want You;Blonde on Blonde;Bob Dylan
Stuck Inside of Mobile with the Memphis Blues Again;Blonde on Blonde;Bob Dylan
Leopard-Skin Pill-Box Hat;Blonde on Blonde;Bob Dylan
Just Like a Woman;Blonde on Blonde;Bob Dylan
Most Likely You Go Your Way (And I'll Go Mine);Blonde on Blonde;Bob Dylan
Temporary Like Achilles;Blonde on Blonde;Bob Dylan
Absolutely Sweet Marie;Blonde on Blonde;Bob Dylan
Fourth Time Around;Blonde on Blonde;Bob Dylan
Obviously Five Believers;Blonde on Blonde;Bob Dylan
Sad-Eyed Lady of the Lowlands;Blonde on Blonde;Bob Dylan
Born Under Punches (The Heat Goes On) - 2005 Remaster;Remain in Light;Talking Heads
Crosseyed and Painless - 2005 Remaster;Remain in Light;Talking Heads
The Great Curve - 2005 Remaster;Remain in Light;Talking Heads
Once in a Lifetime - 2005 Remaster;Remain in Light;Talking Heads
Houses in Motion - 2005 Remaster;Remain in Light;Talking Heads
Seen and Not Seen - 2005 Remaster;Remain in Light;Talking Heads
Listening Wind - 2005 Remaster;Remain in Light;Talking Heads
The Overload - 2005 Remaster;Remain in Light;Talking Heads
Fela's Riff - Unfinished Outtake;Remain in Light;Talking Heads
Unison - Unfinished Outtake;Remain in Light;Talking Heads
Double Groove - Unfinished Outtake;Remain in Light;Talking Heads
Right Start - Unfinished Outtake;Remain in Light;Talking Heads
Five Years - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Soul Love - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Moonage Daydream - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Starman - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
It Ain't Easy - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Lady Stardust - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Star - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Hang on to Yourself - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Ziggy Stardust - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Suffragette City - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Rock 'n' Roll Suicide - 2012 Remaster;The Rise and Fall of Ziggy Stardust and the Spiders from Mars;David Bowie
Gimme Shelter;Let It Bleed;The Rolling Stones
Love In Vain;Let It Bleed;The Rolling Stones
Country Honk;Let It Bleed;The Rolling Stones
Live With Me;Let It Bleed;The Rolling Stones
Let It Bleed;Let It Bleed;The Rolling Stones
Midnight Rambler;Let It Bleed;The Rolling Stones
You Got The Silver;Let It Bleed;The Rolling Stones
Monkey Man;Let It Bleed;The Rolling Stones
You Can't Always Get What You Want;Let It Bleed;The Rolling Stones
Airbag;OK Computer;Radiohead
Paranoid Android;OK Computer;Radiohead
Subterranean Homesick Alien;OK Computer;Radiohead
Exit Music (For A Film);OK Computer;Radiohead
Let Down;OK Computer;Radiohead
Karma Police;OK Computer;Radiohead
Fitter Happier;OK Computer;Radiohead
Electioneering;OK Computer;Radiohead
Climbing Up the Walls;OK Computer;Radiohead
No Surprises;OK Computer;Radiohead
Lucky;OK Computer;Radiohead
The Tourist;OK Computer;Radiohead
Excursions;The Low End Theory;A Tribe Called Quest
Buggin' Out;The Low End Theory;A Tribe Called Quest
Rap Promoter;The Low End Theory;A Tribe Called Quest
Butter;The Low End Theory;A Tribe Called Quest
Verses from the Abstract;The Low End Theory;A Tribe Called Quest
Show Business;The Low End Theory;A Tribe Called Quest
Vibes and Stuff;The Low End Theory;A Tribe Called Quest
Infamous Date Rape;The Low End Theory;A Tribe Called Quest
Check the Rhime;The Low End Theory;A Tribe Called Quest
Everything Is Fair;The Low End Theory;A Tribe Called Quest
Jazz (We've Got);The Low End Theory;A Tribe Called Quest
Skypager;The Low End Theory;A Tribe Called Quest
What?;The Low End Theory;A Tribe Called Quest
Scenario - LP Mix;The Low End Theory;A Tribe Called Quest
The Genesis;Illmatic;Nas
N.Y. State of Mind;Illmatic;Nas
Life's a Bitch (feat. AZ & Olu Dara);Illmatic;Nas
The World Is Yours;Illmatic;Nas
Halftime;Illmatic;Nas
Memory Lane (Sittin' in da Park);Illmatic;Nas
One Love (feat. Q-Tip);Illmatic;Nas
One Time 4 Your Mind;Illmatic;Nas
Represent;Illmatic;Nas
It Ain't Hard to Tell;Illmatic;Nas
Sign O' The Times - 2020 Remaster;Sign o' the Times;Prince
Play In The Sunshine - 2020 Remaster;Sign o' the Times;Prince
Housequake - 2020 Remaster;Sign o' the Times;Prince
The Ballad Of Dorothy Parker - 2020 Remaster;Sign o' the Times;Prince
It - 2020 Remaster;Sign o' the Times;Prince
Starfish And Coffee - 2020 Remaster;Sign o' the Times;Prince
Slow Love - 2020 Remaster;Sign o' the Times;Prince
Hot Thing - 2020 Remaster;Sign o' the Times;Prince
Forever In My Life - 2020 Remaster;Sign o' the Times;Prince
U Got The Look - 2020 Remaster;Sign o' the Times;Prince
If I Was Your Girlfriend - 2020 Remaster;Sign o' the Times;Prince
Strange Relationship - 2020 Remaster;Sign o' the Times;Prince
I Could Never Take The Place Of Your Man - 2020 Remaster;Sign o' the Times;Prince
The Cross - 2020 Remaster;Sign o' the Times;Prince
It's Gonna Be A Beautiful Night - 2020 Remaster;Sign o' the Times;Prince
Adore - 2020 Remaster;Sign o' the Times;Prince
The Boy In the Bubble;Graceland;Paul Simon
Graceland;Graceland;Paul Simon
I Know What I Know (with General M.D.Shirinda & The Gaza Sisters);Graceland;Paul Simon
Gumboots (with Boyoyo Boys);Graceland;Paul Simon
Diamonds on the Soles of Her Shoes;Graceland;Paul Simon
You Can Call Me Al;Graceland;Paul Simon
Under African Skies;Graceland;Paul Simon
Homeless (with Ladysmith Black Mambazo);Graceland;Paul Simon
Crazy Love, Vol. II;Graceland;Paul Simon
That Was Your Mother (with Good Rockin' Doopsie & The Twisters);Graceland;Paul Simon
All Around the World or the Myth of Fingerprints (with Los Lobos);Graceland;Paul Simon
Homeless (Demo);Graceland;Paul Simon
Diamonds on the Soles of Her Shoes - Alternate Unreleased Version;Graceland;Paul Simon
All Around the World or the Myth of Fingerprints (Early Version);Graceland;Paul Simon
You Can Call Me Al - Demo;Graceland;Paul Simon
Crazy Love - Demo;Graceland;Paul Simon
"The Story of ""Graceland"" as Told by Paul Simon";Graceland;Paul Simon
Blitzkrieg Bop - 2016 Remaster;Ramones;Ramones
Beat on the Brat - 2016 Remaster;Ramones;Ramones
Judy Is a Punk - 2016 Remaster;Ramones;Ramones
I Wanna Be Your Boyfriend - 2016 Remaster;Ramones;Ramones
Chain Saw - 2016 Remaster;Ramones;Ramones
Now I Wanna Sniff Some Glue - 2016 Remaster;Ramones;Ramones
I Don't Wanna Go Down to the Basement - 2016 Remaster;Ramones;Ramones
Loudmouth - 2016 Remaster;Ramones;Ramones
Havana Affair - 2016 Remaster;Ramones;Ramones
Listen to My Heart - 2016 Remaster;Ramones;Ramones
53rd & 3rd - 2016 Remaster;Ramones;Ramones
Let's Dance - 2016 Remaster;Ramones;Ramones
I Don't Wanna Walk Around with You - 2016 Remaster;Ramones;Ramones
Today Your Love, Tomorrow the World - 2016 Remaster;Ramones;Ramones
Blitzkrieg Bop - 40th Anniversary Mono Mix;Ramones;Ramones
Beat on the Brat - 40th Anniversary Mono Mix;Ramones;Ramones
Judy Is a Punk - 40th Anniversary Mono Mix;Ramones;Ramones
I Wanna Be Your Boyfriend - 40th Anniversary Mono Mix;Ramones;Ramones
Chain Saw - 40th Anniversary Mono Mix;Ramones;Ramones
Now I Wanna Sniff Some Glue - 40th Anniversary Mono Mix;Ramones;Ramones
I Don't Wanna Go Down to the Basement - 40th Anniversary Mono Mix;Ramones;Ramones
Loudmouth - 40th Anniversary Mono Mix;Ramones;Ramones
Havana Affair - 40th Anniversary Mono Mix;Ramones;Ramones
Listen to My Heart - 40th Anniversary Mono Mix;Ramones;Ramones
53rd & 3rd - 40th Anniversary Mono Mix;Ramones;Ramones
Let's Dance - 40th Anniversary Mono Mix;Ramones;Ramones
I Don't Wanna Walk Around with You - 40th Anniversary Mono Mix;Ramones;Ramones
Today Your Love, Tomorrow the World - 40th Anniversary Mono Mix;Ramones;Ramones
Blitzkrieg Bop - Single Version;Ramones;Ramones
Blitzkrieg Bop - Mono;Ramones;Ramones
I Wanna Be Your Boyfriend;Ramones;Ramones
"I Wanna Be Your Boyfriend - Original Mono; 2016 Remaster";Ramones;Ramones
Today Your Love, Tomorrow the World - Uncensored Vocals;Ramones;Ramones
"I Don't Care - Demo; 2016 Remaster";Ramones;Ramones
53rd & 3rd - Demo;Ramones;Ramones
Loudmouth - Demo;Ramones;Ramones
Chain Saw - Demo;Ramones;Ramones
"You Should Have Never Opened That Door - Demo; 2016 Remaster";Ramones;Ramones
I Wanna Be Your Boyfriend - Demo;Ramones;Ramones
"I Can't Be - Demo; 2016 Remaster";Ramones;Ramones
Today Your Love, Tomorrow the World - Demo;Ramones;Ramones
I Don't Wanna Walk Around with You - Demo;Ramones;Ramones
"Now I Wanna Sniff Some Glue - Demo; 2016 Remaster";Ramones;Ramones
"I Don't Wanna Be Learned / I Don't Wanna Be Tamed - Demo; 2016 Remaster";Ramones;Ramones
You're Gonna Kill That Girl - Demo;Ramones;Ramones
"What's Your Name - Demo; 2016 Remaster";Ramones;Ramones
"Loudmouth - Live at the Roxy, Hollywood, CA 8/12/76; Set 1; 2016 Remaster";Ramones;Ramones
"Beat on the Brat - Live at the Roxy, Hollywood, CA, 8/12/76; Set 1; 2016 Remaster";Ramones;Ramones
"Blitzkrieg Bop - Live at the Roxy, Hollywood, CA, 8/12/76; Set 1; 2016 Remaster";Ramones;Ramones
"I Remember You - Live at the Roxy, Hollywood, CA 8/12/76; Set 1; 2016 Remaster";Ramones;Ramones
Is This Love;Legend;Bob Marley and the Wailers
No Woman, No Cry - Live At The Lyceum, London/1975;Legend;Bob Marley and the Wailers
Could You Be Loved;Legend;Bob Marley and the Wailers
Three Little Birds;Legend;Bob Marley and the Wailers
Buffalo Soldier;Legend;Bob Marley and the Wailers
Get Up, Stand Up;Legend;Bob Marley and the Wailers
Stir It Up;Legend;Bob Marley and the Wailers
Easy Skanking;Legend;Bob Marley and the Wailers
One Love / People Get Ready - Medley;Legend;Bob Marley and the Wailers
I Shot The Sheriff;Legend;Bob Marley and the Wailers
Waiting In Vain;Legend;Bob Marley and the Wailers
Redemption Song;Legend;Bob Marley and the Wailers
